pollster,start_date,end_date,sample_size,population,cycle,office_type,election_date,DEM,GOP
Ipsos,2017-06-02,2017-06-06,2371,A,2018,House,2018-11-06,38.9,30.4
Ipsos,2017-06-02,2017-06-06,653,LV,2018,House,2018-11-06,37,33
Quinnipiac University,2017-05-31,2017-06-06,1361,RV,2018,House,2018-11-06,51,39
Ipsos,2017-06-01,2017-06-05,2031,RV,2018,House,2018-11-06,42.3,33.7
Ipsos,2017-06-01,2017-06-05,2410,A,2018,House,2018-11-06,38.8,30.4
Ipsos,2017-06-01,2017-06-05,663,LV,2018,House,2018-11-06,38.7,32.6
GQR Research (GQRR),2017-05-31,2017-06-05,1000,RV,2018,House,2018-11-06,50,40
GQR Research (GQRR),2017-05-31,2017-06-05,673,LV,2018,House,2018-11-06,48,41
GQR Research (GQRR),2017-05-31,2017-06-05,662,LV,2018,House,2018-11-06,48,42
GQR Research (GQRR),2017-05-31,2017-06-05,741,LV,2018,House,2018-11-06,49,41
Ipsos,2017-05-31,2017-06-04,2040,RV,2018,House,2018-11-06,42.2,33.9
Ipsos,2017-05-31,2017-06-04,2420,A,2018,House,2018-11-06,38.7,30.6
Ipsos,2017-05-31,2017-06-04,669,LV,2018,House,2018-11-06,38.5,32.3
Ipsos,2017-05-30,2017-06-03,1818,RV,2018,House,2018-11-06,41.4,34.7
Ipsos,2017-05-30,2017-06-03,2126,A,2018,House,2018-11-06,37.9,31
Ipsos,2017-05-30,2017-06-03,575,LV,2018,House,2018-11-06,36.6,32.8
Morning Consult,2017-06-01,2017-06-02,1999,RV,2018,House,2018-11-06,42,39
Ipsos,2017-05-29,2017-06-02,1643,RV,2018,House,2018-11-06,41.2,33.7
Ipsos,2017-05-29,2017-06-02,1910,A,2018,House,2018-11-06,37.7,30.5
Ipsos,2017-05-29,2017-06-02,520,LV,2018,House,2018-11-06,38.5,31.4
Ipsos,2017-05-28,2017-06-01,1587,RV,2018,House,2018-11-06,40.2,34.5
Ipsos,2017-05-28,2017-06-01,1847,A,2018,House,2018-11-06,36.6,31.6
Ipsos,2017-05-28,2017-06-01,528,LV,2018,House,2018-11-06,38.9,33.8
McLaughlin & Associates,2017-05-28,2017-05-31,1000,LV,2018,House,2018-11-06,43.4,43.6
Ipsos,2017-05-27,2017-05-31,1609,RV,2018,House,2018-11-06,40.4,34.7
Ipsos,2017-05-27,2017-05-31,1872,A,2018,House,2018-11-06,37.3,31.8
Ipsos,2017-05-27,2017-05-31,546,LV,2018,House,2018-11-06,37.4,35.4
YouGov,2017-05-27,2017-05-30,1266,RV,2018,House,2018-11-06,39,33
Ipsos,2017-05-26,2017-05-30,1792,RV,2018,House,2018-11-06,39.8,35.5
Ipsos,2017-05-26,2017-05-30,2085,A,2018,House,2018-11-06,37.5,32
Ipsos,2017-05-26,2017-05-30,655,LV,2018,House,2018-11-06,37.4,37.2
Morning Consult,2017-05-25,2017-05-30,1991,RV,2018,House,2018-11-06,43,39
Ipsos,2017-05-25,2017-05-29,1769,RV,2018,House,2018-11-06,39.9,35.7
Ipsos,2017-05-25,2017-05-29,2073,A,2018,House,2018-11-06,37.8,32.4
Ipsos,2017-05-25,2017-05-29,652,LV,2018,House,2018-11-06,37.3,38.1
Ipsos,2017-05-24,2017-05-28,1785,RV,2018,House,2018-11-06,39.9,36.2
Ipsos,2017-05-24,2017-05-28,2108,A,2018,House,2018-11-06,37.4,32.4
Ipsos,2017-05-24,2017-05-28,667,LV,2018,House,2018-11-06,38.5,37.5
Ipsos,2017-05-23,2017-05-27,1858,RV,2018,House,2018-11-06,41.6,35.5
Ipsos,2017-05-23,2017-05-27,2210,A,2018,House,2018-11-06,38.5,31.7
Ipsos,2017-05-23,2017-05-27,699,LV,2018,House,2018-11-06,40.2,36
Ipsos,2017-05-22,2017-05-26,1554,RV,2018,House,2018-11-06,41,36.3
Ipsos,2017-05-22,2017-05-26,1863,A,2018,House,2018-11-06,37.6,32.2
Ipsos,2017-05-22,2017-05-26,591,LV,2018,House,2018-11-06,39.3,36.8
Ipsos,2017-05-21,2017-05-25,1055,RV,2018,House,2018-11-06,42.4,35.6
Ipsos,2017-05-21,2017-05-25,1283,A,2018,House,2018-11-06,38.2,31.9
Ipsos,2017-05-21,2017-05-25,369,LV,2018,House,2018-11-06,40,35
Ipsos,2017-05-20,2017-05-24,727,RV,2018,House,2018-11-06,43.2,36
Ipsos,2017-05-20,2017-05-24,890,A,2018,House,2018-11-06,37.7,31.7
YouGov,2017-05-20,2017-05-23,1266,RV,2018,House,2018-11-06,38,36
Ipsos,2017-05-19,2017-05-23,405,RV,2018,House,2018-11-06,43,36.1
Ipsos,2017-05-19,2017-05-23,499,A,2018,House,2018-11-06,37.7,32.5
Morning Consult,2017-05-18,2017-05-22,1938,RV,2018,House,2018-11-06,41,37
YouGov,2017-05-13,2017-05-16,1293,RV,2018,House,2018-11-06,40,33
Public Policy Polling,2017-05-12,2017-05-14,692,RV,2018,House,2018-11-06,49,38
Morning Consult,2017-05-12,2017-05-14,2001,RV,2018,House,2018-11-06,42,35
Morning Consult,2017-05-09,2017-05-11,1731,RV,2018,House,2018-11-06,42,37
YouGov,2017-05-06,2017-05-09,1278,RV,2018,House,2018-11-06,40,35
Quinnipiac University,2017-05-04,2017-05-09,1078,RV,2018,House,2018-11-06,54,38
Morning Consult,2017-05-04,2017-05-06,1996,RV,2018,House,2018-11-06,42,36
YouGov,2017-04-29,2017-05-02,1255,RV,2018,House,2018-11-06,38,35
Morning Consult,2017-04-27,2017-04-30,1998,RV,2018,House,2018-11-06,41,41
YouGov,2017-04-23,2017-04-25,1289,RV,2018,House,2018-11-06,39,34
Fox News/Beacon Research/Shaw & Co. Research,2017-04-23,2017-04-25,1009,RV,2018,House,2018-11-06,47,42
Opinion Research Corporation,2017-04-22,2017-04-25,1009,A,2018,House,2018-11-06,50,41
Opinion Research Corporation,2017-04-22,2017-04-25,922,RV,2018,House,2018-11-06,49,41
Morning Consult,2017-04-20,2017-04-24,2032,RV,2018,House,2018-11-06,40,44
McLaughlin & Associates,2017-04-20,2017-04-24,1000,LV,2018,House,2018-11-06,43,43
Gravis Marketing,2017-04-19,2017-04-20,1665,RV,2018,House,2018-11-06,47,42
Hart Research Associates/Public Opinion Strategies,2017-04-17,2017-04-20,759,RV,2018,House,2018-11-06,47,43
Public Policy Polling,2017-04-17,2017-04-18,648,RV,2018,House,2018-11-06,47,41
YouGov,2017-04-15,2017-04-18,1291,RV,2018,House,2018-11-06,38,32
Morning Consult,2017-04-13,2017-04-15,1992,RV,2018,House,2018-11-06,40,40
Marist College,2017-04-11,2017-04-12,869,RV,2018,House,2018-11-06,45,38
YouGov,2017-04-10,2017-04-11,1324,RV,2018,House,2018-11-06,40,37
Morning Consult,2017-04-06,2017-04-09,1988,RV,2018,House,2018-11-06,43,40
Morning Consult,2017-03-30,2017-04-01,1995,RV,2018,House,2018-11-06,41,39
Public Policy Polling,2017-03-27,2017-03-28,677,RV,2018,House,2018-11-06,48,43
Marist College,2017-03-22,2017-03-27,906,RV,2018,House,2018-11-06,47,38
McLaughlin & Associates,2017-03-16,2017-03-20,1000,LV,2018,House,2018-11-06,42.9,44.6
Winston,2017-03-16,2017-03-17,1000,RV,2018,House,2018-11-06,44,44
Public Policy Polling,2017-03-10,2017-03-12,808,RV,2018,House,2018-11-06,46,41
Public Policy Polling,2017-02-21,2017-02-22,941,RV,2018,House,2018-11-06,46,43
McLaughlin & Associates,2017-02-15,2017-02-20,1000,LV,2018,House,2018-11-06,43.5,43.8
Public Policy Polling,2017-02-07,2017-02-08,712,RV,2018,House,2018-11-06,49,41
Emerson College Polling Society,2017-02-05,2017-02-06,617,RV,2018,House,2018-11-06,48.1,46.3
McLaughlin & Associates,2017-02-02,2017-02-06,1000,LV,2018,House,2018-11-06,42.4,44
Public Policy Polling,2017-01-30,2017-01-31,725,RV,2018,House,2018-11-06,45,42
Public Policy Polling,2017-01-23,2017-01-24,1043,RV,2018,House,2018-11-06,48,40
Ipsos,2016-11-09,2016-11-13,296,RV,2018,House,2018-11-06,47,44
Ipsos,2016-11-09,2016-11-13,241,LV,2018,House,2018-11-06,45,46
Ipsos,2016-11-09,2016-11-13,342,A,2018,House,2018-11-06,43,41
Ipsos,2016-11-08,2016-11-12,575,RV,2018,House,2018-11-06,46.8,42.2
Ipsos,2016-11-08,2016-11-12,483,LV,2018,House,2018-11-06,42.7,44.2
Ipsos,2016-11-08,2016-11-12,680,A,2018,House,2018-11-06,42.2,37.5
Ipsos,2016-11-07,2016-11-11,1155,RV,2018,House,2018-11-06,45.2,40.2
Ipsos,2016-11-07,2016-11-11,925,LV,2018,House,2018-11-06,42.8,42.9
Ipsos,2016-11-07,2016-11-11,1356,A,2018,House,2018-11-06,40.9,36.4
Ipsos,2016-11-06,2016-11-10,1694,RV,2018,House,2018-11-06,46.1,39.4
Ipsos,2016-11-06,2016-11-10,1360,LV,2018,House,2018-11-06,43.1,42.6
Ipsos,2016-11-06,2016-11-10,2016,A,2018,House,2018-11-06,40.9,35.6
Ipsos,2016-11-05,2016-11-09,2241,RV,2018,House,2018-11-06,46.6,38.1
Ipsos,2016-11-05,2016-11-09,1790,LV,2018,House,2018-11-06,44.7,40.4
Ipsos,2016-11-05,2016-11-09,2648,A,2018,House,2018-11-06,41.4,34.3
Ipsos,2016-11-04,2016-11-08,2531,RV,2018,House,2018-11-06,46.9,36.7
Ipsos,2016-11-04,2016-11-08,2030,LV,2018,House,2018-11-06,44.6,39.4
Ipsos,2016-11-04,2016-11-08,2972,A,2018,House,2018-11-06,41.7,33.1
Ipsos,2016-11-03,2016-11-07,2812,RV,2018,House,2018-11-06,46.8,36
Ipsos,2016-11-03,2016-11-07,2223,LV,2018,House,2018-11-06,44.7,38.9
Ipsos,2016-11-02,2016-11-06,2753,RV,2018,House,2018-11-06,47.2,35.4
Ipsos,2016-11-02,2016-11-06,2195,LV,2018,House,2018-11-06,45,38.6
Ipsos,2016-11-01,2016-11-05,2831,RV,2018,House,2018-11-06,46.3,35.8
Ipsos,2016-11-01,2016-11-05,2258,LV,2018,House,2018-11-06,44.6,38.3
Ipsos,2016-10-31,2016-11-04,2855,RV,2018,House,2018-11-06,45.3,37.1
Bloomberg,2016-11-04,2016-11-06,799,LV,2016,House,2016-11-08,45,48
Economist/YouGov,2016-11-04,2016-11-07,3677,LV,2016,House,2016-11-08,45,42
Fox News/Beacon Research/Shaw & Co. Research,2016-11-03,2016-11-06,1295,LV,2016,House,2016-11-08,45,46
NBC News/The Wall Street Journal,2016-11-03,2016-11-05,1282,LV,2016,House,2016-11-08,47,44
Marist College,2016-11-01,2016-11-03,940,LV,2016,House,2016-11-08,48,47
Economist/YouGov,2016-10-30,2016-11-01,1228,LV,2016,House,2016-11-08,46,41
Ipsos,2016-10-29,2016-11-02,1858,LV,2016,House,2016-11-08,42,41
CBS News/NY Times,2016-10-28,2016-11-01,1333,RV,2016,House,2016-11-08,49,46
Economist/YouGov,2016-10-22,2016-10-26,1209,LV,2016,House,2016-11-08,45,40
Fox News/Beacon Research/Shaw & Co. Research,2016-10-22,2016-10-25,1221,LV,2016,House,2016-11-08,47,45
ABC News,2016-10-22,2016-10-24,828,LV,2016,House,2016-11-08,47,46
GfK Group,2016-10-20,2016-10-24,1212,LV,2016,House,2016-11-08,46,41
CNN/ORC,2016-10-20,2016-10-23,779,LV,2016,House,2016-11-08,50,47
Ipsos,2016-10-20,2016-10-24,1170,LV,2016,House,2016-11-08,44,39
Economist/YouGov,2016-10-15,2016-10-18,925,RV,2016,House,2016-11-08,43,38
Bloomberg,2016-10-14,2016-10-17,1006,LV,2016,House,2016-11-08,47,43
Ipsos,2016-10-13,2016-10-17,1190,LV,2016,House,2016-11-08,43,39
CBS News,2016-10-12,2016-10-16,1189,LV,2016,House,2016-11-08,50,45
NBC News/The Wall Street Journal,2016-10-10,2016-10-13,905,LV,2016,House,2016-11-08,47,44
Washington Post/George Mason,2016-10-10,2016-10-13,740,LV,2016,House,2016-11-08,47,44
Fox News/Beacon Research/Shaw & Co. Research,2016-10-10,2016-10-12,917,LV,2016,House,2016-11-08,48,42
Georgetown University (Battleground),2016-10-08,2016-10-13,1000,LV,2016,House,2016-11-08,47,42
NBC News/The Wall Street Journal,2016-10-08,2016-10-10,900,RV,2016,House,2016-11-08,48,42
Ipsos,2016-10-06,2016-10-10,2363,A,2016,House,2016-11-08,46,36
NBC News/The Wall Street Journal,2016-10-08,2016-10-09,500,RV,2016,House,2016-11-08,49,42
Economist/YouGov,2016-10-07,2016-10-08,971,RV,2016,House,2016-11-08,42,39
Economist/YouGov,2016-10-01,2016-10-03,911,RV,2016,House,2016-11-08,43,37
Ipsos,2016-09-29,2016-10-03,1669,RV,2016,House,2016-11-08,42,38
Fox News/Beacon Research/Shaw & Co. Research,2016-09-27,2016-09-29,911,LV,2016,House,2016-11-08,44,43
Ipsos,2016-09-22,2016-09-26,1041,LV,2016,House,2016-11-08,42,36
Bloomberg,2016-09-21,2016-09-24,1002,LV,2016,House,2016-11-08,46,44
Economist/YouGov,2016-09-22,2016-09-24,948,RV,2016,House,2016-11-08,43,38
NBC News/The Wall Street Journal,2016-09-16,2016-09-19,1000,RV,2016,House,2016-11-08,48,45
Marist College,2016-09-15,2016-09-20,758,LV,2016,House,2016-11-08,49,45
Economist/YouGov,2016-09-18,2016-09-19,936,RV,2016,House,2016-11-08,43,36
Ipsos,2016-09-15,2016-09-19,1111,LV,2016,House,2016-11-08,39,40
Economist/YouGov,2016-09-10,2016-09-13,926,RV,2016,House,2016-11-08,44,38
Ipsos,2016-09-08,2016-09-12,1752,A,2016,House,2016-11-08,40,38
Economist/YouGov,2016-09-04,2016-09-06,955,RV,2016,House,2016-11-08,41,38
Ipsos,2016-09-01,2016-09-05,1084,LV,2016,House,2016-11-08,40,39
CNN/ORC,2016-09-01,2016-09-04,786,LV,2016,House,2016-11-08,47,49
Georgetown University (Battleground),2016-08-28,2016-09-01,1000,LV,2016,House,2016-11-08,45,43
Marist College,2016-08-01,2016-08-03,983,RV,2016,House,2016-11-08,49,41
NBC News/The Wall Street Journal,2016-07-31,2016-08-03,800,RV,2016,House,2016-11-08,47,43
Fox News/Beacon Research/Shaw & Co. Research,2016-06-26,2016-06-28,1017,RV,2016,House,2016-11-08,46,41
NBC News/The Wall Street Journal,2016-06-19,2016-06-23,1000,RV,2016,House,2016-11-08,46,46
NBC News/The Wall Street Journal,2016-05-15,2016-05-19,1000,RV,2016,House,2016-11-08,48,44
Washington Post/George Mason,2016-05-16,2016-05-19,829,RV,2016,House,2016-11-08,45,45
Georgetown University (Battleground),2016-04-17,2016-04-20,1000,LV,2016,House,2016-11-08,46,41
NBC News/The Wall Street Journal,2016-04-10,2016-04-14,1000,RV,2016,House,2016-11-08,47,45
NBC News/The Wall Street Journal,2016-10-25,2016-10-29,847,RV,2016,House,2016-11-08,45,45
Quinnipiac University,2016-07-23,2016-07-28,1644,RV,2016,House,2016-11-08,37,39
Quinnipiac University,2016-05-19,2016-05-26,1711,RV,2016,House,2016-11-08,39,36
Rasmussen Reports/Pulse Opinion Research,2016-05-10,2016-05-14,2500,LV,2016,House,2016-11-08,38,38
NBC News/The Wall Street Journal,2014-10-30,2014-11-01,826,LV,2014,House,2014-11-04,48,48
Rasmussen Reports/Pulse Opinion Research,2014-10-27,2014-11-02,3500,LV,2014,House,2014-11-04,41,44
Fox News/Beacon Research/Shaw & Co. Research,2014-10-25,2014-10-27,734,LV,2014,House,2014-11-04,45,44
CBS News,2014-10-23,2014-10-27,624,LV,2014,House,2014-11-04,42,50
CNN/Opinion Research,2014-10-24,2014-10-26,540,LV,2014,House,2014-11-04,47,46
Washington Post/George Mason,2014-10-23,2014-10-26,758,LV,2014,House,2014-11-04,44,50
USA Today/PSRAI,2014-10-23,2014-10-26,697,LV,2014,House,2014-11-04,43,42
Rasmussen Reports/Pulse Opinion Research,2014-10-20,2014-10-26,3500,LV,2014,House,2014-11-04,41,43
GfK Group,2014-10-16,2014-10-20,968,LV,2014,House,2014-11-04,32,40
Pew Research Center,2014-10-15,2014-10-20,1126,LV,2014,House,2014-11-04,47,46
Rasmussen Reports/Pulse Opinion Research,2014-10-13,2014-10-19,3500,LV,2014,House,2014-11-04,41,41
Fox News/Beacon Research/Shaw & Co. Research,2014-10-12,2014-10-14,831,LV,2014,House,2014-11-04,42,45
Washington Post/George Mason,2014-10-09,2014-10-12,629,LV,2014,House,2014-11-04,43,50
NBC News/The Wall Street Journal,2014-10-08,2014-10-12,666,LV,2014,House,2014-11-04,47,48
Rasmussen Reports/Pulse Opinion Research,2014-10-06,2014-10-12,3500,LV,2014,House,2014-11-04,40,40
CBS News,2014-10-03,2014-10-06,575,LV,2014,House,2014-11-04,43,49
Rasmussen Reports/Pulse Opinion Research,2014-09-29,2014-10-05,3500,LV,2014,House,2014-11-04,41,39
Fox News/Beacon Research/Shaw & Co. Research,2014-09-28,2014-09-30,845,LV,2014,House,2014-11-04,40,47
Gallup,2014-09-25,2014-09-30,1095,RV,2014,House,2014-11-04,46,47
Marist College,2014-09-24,2014-09-29,884,RV,2014,House,2014-11-04,45,44
CNN/Opinion Research,2014-09-25,2014-09-28,701,LV,2014,House,2014-11-04,47,45
Rasmussen Reports/Pulse Opinion Research,2014-09-22,2014-09-28,3500,LV,2014,House,2014-11-04,40,39
Rasmussen Reports/Pulse Opinion Research,2014-09-15,2014-09-21,3500,LV,2014,House,2014-11-04,40,40
CBS News/NY Times,2014-09-12,2014-09-15,470,LV,2014,House,2014-11-04,42,49
Rasmussen Reports/Pulse Opinion Research,2014-09-08,2014-09-14,3500,LV,2014,House,2014-11-04,41,38
Fox News/Beacon Research/Shaw & Co. Research,2014-09-07,2014-09-09,833,LV,2014,House,2014-11-04,40,47
Pew Research Center,2014-09-02,2014-09-09,1150,LV,2014,House,2014-11-04,44,47
Rasmussen Reports/Pulse Opinion Research,2014-09-01,2014-09-07,3500,LV,2014,House,2014-11-04,39,41
Georgetown University (Battleground),2014-08-23,2014-08-28,1000,LV,2014,House,2014-11-04,42,46
Rasmussen Reports/Pulse Opinion Research,2014-08-25,2014-08-31,3500,LV,2014,House,2014-11-04,40,41
USA Today/Pew Research,2014-08-20,2014-08-24,1171,RV,2014,House,2014-11-04,47,42
Rasmussen Reports/Pulse Opinion Research,2014-08-18,2014-08-24,3500,LV,2014,House,2014-11-04,39,40
Rasmussen Reports/Pulse Opinion Research,2014-08-11,2014-08-17,3500,LV,2014,House,2014-11-04,39,39
Fox News/Beacon Research/Shaw & Co. Research,2014-08-10,2014-08-12,1001,RV,2014,House,2014-11-04,46,39
Marist College,2014-08-04,2014-08-07,806,RV,2014,House,2014-11-04,38,43
Rasmussen Reports/Pulse Opinion Research,2014-08-04,2014-08-10,3500,LV,2014,House,2014-11-04,39,40
Rasmussen Reports/Pulse Opinion Research,2014-07-28,2014-08-03,3500,LV,2014,House,2014-11-04,38,42
Fox News/Beacon Research/Shaw & Co. Research,2014-07-20,2014-07-22,1057,RV,2014,House,2014-11-04,43,41
Rasmussen Reports/Pulse Opinion Research,2014-07-21,2014-07-27,3500,LV,2014,House,2014-11-04,41,39
CNN/Opinion Research,2014-07-18,2014-07-20,899,RV,2014,House,2014-11-04,48,44
Pew Research Center,2014-07-08,2014-07-14,1420,RV,2014,House,2014-11-04,47,45
Rasmussen Reports/Pulse Opinion Research,2014-07-14,2014-07-20,3500,LV,2014,House,2014-11-04,39,39
Rasmussen Reports/Pulse Opinion Research,2014-07-07,2014-07-13,3500,LV,2014,House,2014-11-04,39,38
Quinnipiac University,2014-06-24,2014-06-30,1446,RV,2014,House,2014-11-04,41,39
Rasmussen Reports/Pulse Opinion Research,2014-06-30,2014-07-06,3500,LV,2014,House,2014-11-04,41,38
Rasmussen Reports/Pulse Opinion Research,2014-06-23,2014-06-29,3500,LV,2014,House,2014-11-04,40,38
Fox News/Beacon Research/Shaw & Co. Research,2014-06-21,2014-06-23,1018,RV,2014,House,2014-11-04,42,42
Rasmussen Reports/Pulse Opinion Research,2014-06-16,2014-06-22,3500,LV,2014,House,2014-11-04,40,38
Rasmussen Reports/Pulse Opinion Research,2014-06-09,2014-06-15,3500,LV,2014,House,2014-11-04,39,37
Bloomberg,2014-06-06,2014-06-09,763,LV,2014,House,2014-11-04,43,43
Rasmussen Reports/Pulse Opinion Research,2014-06-02,2014-06-08,3500,LV,2014,House,2014-11-04,41,37
Fox News/Beacon Research/Shaw & Co. Research,2014-06-01,2014-06-03,1006,RV,2014,House,2014-11-04,39,43
Rasmussen Reports/Pulse Opinion Research,2014-05-26,2014-06-01,3500,LV,2014,House,2014-11-04,41,38
Rasmussen Reports/Pulse Opinion Research,2014-05-19,2014-05-25,3500,LV,2014,House,2014-11-04,42,38
Rasmussen Reports/Pulse Opinion Research,2014-05-12,2014-05-18,3500,LV,2014,House,2014-11-04,41,37
Fox News/Beacon Research/Shaw & Co. Research,2014-05-10,2014-05-13,1025,RV,2014,House,2014-11-04,43,40
Rasmussen Reports/Pulse Opinion Research,2014-05-05,2014-05-11,3500,LV,2014,House,2014-11-04,40,38
CNN/Opinion Research,2014-05-02,2014-05-04,911,RV,2014,House,2014-11-04,45,46
Rasmussen Reports/Pulse Opinion Research,2014-04-28,2014-05-04,3500,LV,2014,House,2014-11-04,41,37
Washington Post/George Mason,2014-04-24,2014-04-27,855,RV,2014,House,2014-11-04,45,44
USA Today/Pew Research,2014-04-23,2014-04-27,1162,RV,2014,House,2014-11-04,43,47
Rasmussen Reports/Pulse Opinion Research,2014-04-21,2014-04-27,3500,LV,2014,House,2014-11-04,38,40
Rasmussen Reports/Pulse Opinion Research,2014-04-14,2014-04-20,3500,LV,2014,House,2014-11-04,40,41
Fox News/Beacon Research/Shaw & Co. Research,2014-04-13,2014-04-15,1012,RV,2014,House,2014-11-04,41,44
Rasmussen Reports/Pulse Opinion Research,2014-04-07,2014-04-13,3500,LV,2014,House,2014-11-04,40,38
Marist College,2014-04-07,2014-04-10,1036,RV,2014,House,2014-11-04,48,42
Rasmussen Reports/Pulse Opinion Research,2014-03-31,2014-04-06,3500,LV,2014,House,2014-11-04,40,39
Quinnipiac University,2014-03-26,2014-03-31,1578,RV,2014,House,2014-11-04,40,38
Reason-Rupe/PSRAI,2014-03-26,2014-03-30,1003,A,2014,House,2014-11-04,40,36
Rasmussen Reports/Pulse Opinion Research,2014-03-24,2014-03-30,3500,LV,2014,House,2014-11-04,39,38
NPR,2014-03-19,2014-03-23,840,LV,2014,House,2014-11-04,44,43
Georgetown University (Battleground),2014-03-16,2014-03-20,1000,LV,2014,House,2014-11-04,43,43
Rasmussen Reports/Pulse Opinion Research,2014-03-17,2014-03-23,3500,LV,2014,House,2014-11-04,41,37
Rasmussen Reports/Pulse Opinion Research,2014-03-10,2014-03-16,3500,LV,2014,House,2014-11-04,38,39
Rasmussen Reports/Pulse Opinion Research,2014-03-03,2014-03-09,3500,LV,2014,House,2014-11-04,39,39
Fox News/Beacon Research/Shaw & Co. Research,2014-03-02,2014-03-04,1002,RV,2014,House,2014-11-04,40,38
Rasmussen Reports/Pulse Opinion Research,2014-02-24,2014-03-02,3500,LV,2014,House,2014-11-04,39,36
Rasmussen Reports/Pulse Opinion Research,2014-02-17,2014-02-23,3500,LV,2014,House,2014-11-04,41,37
Rasmussen Reports/Pulse Opinion Research,2014-02-10,2014-02-16,3500,LV,2014,House,2014-11-04,41,37
Marist College,2014-02-04,2014-02-09,970,RV,2014,House,2014-11-04,46,44
Rasmussen Reports/Pulse Opinion Research,2014-02-03,2014-02-09,3500,LV,2014,House,2014-11-04,40,38
Rasmussen Reports/Pulse Opinion Research,2014-01-27,2014-02-02,3500,LV,2014,House,2014-11-04,39,40
Rasmussen Reports/Pulse Opinion Research,2014-01-20,2014-01-26,3500,LV,2014,House,2014-11-04,42,37
Fox News/Beacon Research/Shaw & Co. Research,2014-01-19,2014-01-21,1010,RV,2014,House,2014-11-04,41,43
Quinnipiac University,2014-01-15,2014-01-19,1933,RV,2014,House,2014-11-04,37,38
Georgetown University (Battleground),2014-01-12,2014-01-16,1000,LV,2014,House,2014-11-04,41,43
Rasmussen Reports/Pulse Opinion Research,2014-01-13,2014-01-19,3500,LV,2014,House,2014-11-04,41,35
Rasmussen Reports/Pulse Opinion Research,2014-01-06,2014-01-12,3500,LV,2014,House,2014-11-04,41,37
Quinnipiac University,2014-01-04,2014-01-07,1487,RV,2014,House,2014-11-04,37,38
Rasmussen Reports/Pulse Opinion Research,2014-12-30,2014-01-05,3500,LV,2014,House,2014-11-04,40,38
Rasmussen Reports/Pulse Opinion Research,2014-12-23,2014-12-29,3500,LV,2014,House,2014-11-04,40,40
Rasmussen Reports/Pulse Opinion Research,2014-12-16,2014-12-22,3500,LV,2014,House,2014-11-04,39,42
CNN/Opinion Research,2014-12-16,2014-12-19,950,RV,2014,House,2014-11-04,44,49
Fox News/Beacon Research/Shaw & Co. Research,2014-12-14,2014-12-16,1027,RV,2014,House,2014-11-04,43,43
Rasmussen Reports/Pulse Opinion Research,2014-12-09,2014-12-15,3500,LV,2014,House,2014-11-04,40,40
Quinnipiac University,2014-12-03,2014-12-09,2692,RV,2014,House,2014-11-04,38,41
USA Today/Pew Research,2014-12-03,2014-12-08,1579,RV,2014,House,2014-11-04,48,44
Rasmussen Reports/Pulse Opinion Research,2014-12-02,2014-12-08,3500,LV,2014,House,2014-11-04,38,43
Marist College,2014-12-03,2014-12-05,988,RV,2014,House,2014-11-04,43,43
Rasmussen Reports/Pulse Opinion Research,2014-11-25,2014-12-01,3500,LV,2014,House,2014-11-04,38,43
CNN/Opinion Research,2014-11-18,2014-11-20,749,RV,2014,House,2014-11-04,47,49
Rasmussen Reports/Pulse Opinion Research,2014-11-18,2014-11-24,3500,LV,2014,House,2014-11-04,41,40
Rasmussen Reports/Pulse Opinion Research,2014-11-11,2014-11-17,3500,LV,2014,House,2014-11-04,39,40
Fox News/Beacon Research/Shaw & Co. Research,2014-11-10,2014-11-12,1006,RV,2014,House,2014-11-04,40,43
Quinnipiac University,2014-11-06,2014-11-11,2545,RV,2014,House,2014-11-04,39,39
Rasmussen Reports/Pulse Opinion Research,2014-11-04,2014-11-10,3500,LV,2014,House,2014-11-04,41,39
Rasmussen Reports/Pulse Opinion Research,2014-10-21,2014-10-27,3500,LV,2014,House,2014-11-04,43,37
Fox News/Beacon Research/Shaw & Co. Research,2014-10-20,2014-10-22,1020,RV,2014,House,2014-11-04,45,37
Rasmussen Reports/Pulse Opinion Research,2014-10-14,2014-10-20,3500,LV,2014,House,2014-11-04,43,36
Pew Research Center,2014-10-09,2014-10-13,1259,RV,2014,House,2014-11-04,49,43
Rasmussen Reports/Pulse Opinion Research,2014-10-07,2014-10-13,3500,LV,2014,House,2014-11-04,45,38
Rasmussen Reports/Pulse Opinion Research,2014-09-30,2014-10-06,3500,LV,2014,House,2014-11-04,40,40
Rasmussen Reports/Pulse Opinion Research,2014-09-23,2014-09-29,3500,LV,2014,House,2014-11-04,42,38
Quinnipiac University,2014-09-23,2014-09-29,1497,RV,2014,House,2014-11-04,43,34
Rasmussen Reports/Pulse Opinion Research,2014-09-16,2014-09-22,3500,LV,2014,House,2014-11-04,40,37
Rasmussen Reports/Pulse Opinion Research,2014-09-09,2014-09-15,3500,LV,2014,House,2014-11-04,38,38
Rasmussen Reports/Pulse Opinion Research,2014-09-02,2014-09-08,3500,LV,2014,House,2014-11-04,39,39
Rasmussen Reports/Pulse Opinion Research,2014-08-26,2014-09-01,3500,LV,2014,House,2014-11-04,39,37
Rasmussen Reports/Pulse Opinion Research,2014-08-19,2014-08-25,3500,LV,2014,House,2014-11-04,38,39
Rasmussen Reports/Pulse Opinion Research,2014-08-12,2014-08-18,3500,LV,2014,House,2014-11-04,38,38
